sentence,ic,ner
bộ này có sz bé 14kg k?,ask_if_sells#size,B-inform#object_type B-inform#mention O O O B-inform#weight O
có size 5-6y ko,ask_if_sells#size,O O B-inform#age O
"có size cho 37kg 1,45 ko ạ",ask_if_sells#size,O O O B-inform#weight B-inform#height O O
bộ này có sz cho bé 19kg k nhỉ?,ask_if_sells#size,B-inform#object_type B-inform#mention O O O O B-inform#weight O O
set này có size 7t ko shop?,ask_if_sells#size,B-inform#object_type B-inform#mention O O B-inform#age O O
có size 20–21kg k ah,ask_if_sells#size,O O B-inform#weight O O
"3 [bộ]{""entity"": ""inform#object_type"", ""value"": ""bo""} trên có size 5t không em?",ask_if_sells#size,O O O O O B-inform#mention O O B-inform#age O O
mẫu nay có size cho be gân 40 kg ko e,ask_if_sells#size,B-inform#mention I-inform#mention O O O O O B-inform#weight I-inform#weight O O
set ma cà rồng bé trai có size bé 12kg ko ạ,ask_if_sells#size,B-inform#mention O O O B-inform#gender I-inform#gender O O O B-inform#weight O O
bộ này có sz cho bé 12kg ko hả bạn,ask_if_sells#size,B-inform#object_type B-inform#mention O O O O B-inform#weight O O O
"[bộ]{""entity"": ""inform#object_type"", ""value"": ""bo""} này có size bé 5 tuổi 30kg ko shop",ask_if_sells#size,O O O O B-inform#mention O O O B-inform#age I-inform#age B-inform#weight O O
cho e hỏi bên mình có bộ này size cho bé 12kg ko ạ,ask_if_sells#size,O O O O O O B-inform#object_type B-inform#mention O O O B-inform#weight O O
"mình cao 1m5 nặng 47 kg con gái 4 tuổi rưỡi, cao 1m1 nặng 17 kg có size ko a",ask_if_sells#size,O O B-inform#height O B-inform#weight I-inform#weight B-inform#gender I-inform#gender B-inform#age I-inform#age O O B-inform#height O B-inform#weight I-inform#weight O O O O
hai mẫu này có size cho bé 38kg và 20kg ko ạ,ask_if_sells#size,O B-inform#mention I-inform#mention O O O O B-inform#weight O B-inform#weight O O
shop oi mẫu này có size 35k ko ạh,ask_if_sells#size,O O B-inform#mention I-inform#mention O O O O O
2 váy này thì có sz cua con k,ask_if_sells#size,O B-inform#object_type B-inform#mention O O O O O O
mẫu khủng long có size 5 tuoi và 9 t ko shop,ask_if_sells#size,O O O O O B-inform#age I-inform#age O B-inform#age I-inform#age O O
bộ này có size 3t k sh,ask_if_sells#size,B-inform#object_type B-inform#mention O O B-inform#age O O
"[bọ]{""entity"": ""inform#object_type"", ""value"": ""bo""} nay co size 12kg ko shop",ask_if_sells#size,O O O O B-inform#mention O O B-inform#weight O O
"[sơ mi]{""entity"": ""inform#object_type"", ""value"": ""ao_so_mi""} có size cho bé 11 tuổi cao 1.46 nặng 49kg không em",ask_if_sells#size,O O O O O O O O O B-inform#age I-inform#age O B-inform#height O B-inform#weight O O
váy này có sz cho bé 8y k bv,ask_if_sells#size,B-inform#object_type B-inform#mention O O O O B-inform#age O O
có size cho bé 4 tuổi cao 1 m nặng 15kg k,ask_if_sells#size,O O O O B-inform#age I-inform#age O B-inform#height I-inform#height O B-inform#weight O
size be 10kg 2 tuổi có ko shop,ask_if_sells#size,O O B-inform#weight B-inform#age I-inform#age O O O
các mẫu này có sz 10y k,ask_if_sells#size,O B-inform#mention I-inform#mention O O B-inform#age O
áo có size 30kg o ạ,ask_if_sells#size,B-inform#object_type O O B-inform#weight O O
co size 12kg ko a,ask_if_sells#size,O O B-inform#weight O O
có size bạn 7t ko?,ask_if_sells#size,O O O B-inform#age O
bộ đó có size cho bé 5t ko shop,ask_if_sells#size,B-inform#object_type B-inform#mention O O O O B-inform#age O O
"[áo]{""entity"": ""inform#object_type"", ""value"": ""ao""} này có size cho bé 7 tuổi 20 cân ko ạ",ask_if_sells#size,O O O O B-inform#mention O O O O B-inform#age I-inform#age B-inform#weight I-inform#weight O O
co sai 50kg k sop.,ask_if_sells#size,O O B-inform#weight O O
có sz 7 ko,ask_if_sells#size,O O O O
có size 6 k b?,ask_if_sells#size,O O O O O
có size cho 3t nặng 13kg không shop,ask_if_sells#size,O O O B-inform#age O B-inform#weight O O
váy hồng này có size cho bé 35kg ko shop ơi,ask_if_sells#size,B-inform#object_type B-inform#color B-inform#mention O O O O B-inform#weight O O O
có size cho bạn 5 tuổi 110cm k,ask_if_sells#size,O O O O B-inform#age I-inform#age B-inform#height O
mẫu áo này có size cho bé 2 tuổi ko ạ?,ask_if_sells#size,O B-inform#object_type B-inform#mention O O O O B-inform#age I-inform#age O O
bộ này có sz cho bé 29kg ko c,ask_if_sells#size,B-inform#object_type B-inform#mention O O O O B-inform#weight O O
có size 3 tuổi ko ạ,ask_if_sells#size,O O B-inform#age I-inform#age O O
váy này có size bé 13-14kg ko,ask_if_sells#size,B-inform#object_type B-inform#mention O O O B-inform#weight O
cho em hỏi hai bộ này có size của 3 tuổi và 8 tuổi k ạ,ask_if_sells#size,O O O O B-inform#object_type B-inform#mention O O O B-inform#age I-inform#age O B-inform#age I-inform#age O O
cho mình hỏi quần này có sz 4y ko ah,ask_if_sells#size,O O O B-inform#object_type B-inform#mention O O B-inform#age O O
"[sét]{""entity"": ""inform#object_type"", ""value"": ""set""} này có size cho bé hơn 12kg k ạ?",ask_if_sells#size,O O O O B-inform#mention O O O O O B-inform#weight O O
có size 5 tuổi từ 18kg k shop,ask_if_sells#size,O O B-inform#age I-inform#age O B-inform#weight O O
có sai 8tuổi em,ask_if_sells#size,O O B-inform#age O
có sz cho bạn 11 tuổi ko ah?,ask_if_sells#size,O O O O B-inform#age I-inform#age O O
có size cho bé 39kg k ah,ask_if_sells#size,O O O O B-inform#mention O O
"mẫu này có size cho bé 40kf cao 1,4 m ko shop",ask_if_sells#size,B-inform#mention I-inform#mention O O O O B-inform#weight O B-inform#height I-inform#height O O
"vậy [váy]{""entity"": ""inform#object_type"", ""value"": ""vay""} này có size bé 23 kg k ạ",ask_if_sells#size,O O O O O B-inform#mention O O O B-inform#weight I-inform#weight O O
váy có sz 32kg ko b,ask_if_sells#size,B-inform#object_type O O B-inform#weight O O
mấy caia này có size 7-8 k,ask_if_sells#size,O B-inform#mention I-inform#mention O O O O
"[áo]{""entity"": ""inform#object_type"", ""value"": ""ao""} này có size bé 2 tuổi k",ask_if_sells#size,O O O O B-inform#mention O O O B-inform#age I-inform#age O
"[áo]{""entity"": ""inform#object_type"", ""value"": ""ao""} này có size cho bé 18kg ko e",ask_if_sells#size,O O O O B-inform#mention O O O O B-inform#weight O O
mình muốn hỏi set này có size cho bé 55kg cso 1m50 ko ạ?,ask_if_sells#size,O O O B-inform#mention B-inform#mention O O O O B-inform#mention O B-inform#height O O
vay co size 12 k hoặc 24,ask_if_sells#size,O O O O O O O
có sz lớn cho bé 40kg ko b,ask_if_sells#size,O O O O O B-inform#weight O O
shop ơi 2 bộ hồng có sz cho bé 32 kg ko,ask_if_sells#size,O O O B-inform#object_type B-inform#color O O O O B-inform#weight I-inform#weight O
"có sz bé 14,5kg k ạ",ask_if_sells#size,O O O B-inform#weight O O
mẫu này có size cho bé 5 tuổi 20kg ko shop,ask_if_sells#size,B-inform#mention I-inform#mention O O O O B-inform#age I-inform#age B-inform#weight O O
bộ này có size cho bạn 5t 18kg và 12t 40kg ko shop,ask_if_sells#size,B-inform#object_type B-inform#mention O O O O B-inform#age B-inform#weight O B-inform#age B-inform#weight O O
cho m hoi vay nay co sz cho be 32kg ko b,ask_if_sells#size,O O O O O O O O O B-inform#weight O O
có size bé 4 tuổi 16kg k shop,ask_if_sells#size,O O O B-inform#age I-inform#age B-inform#weight O O
vay nay có size ban 32kg cao 133 k ban,ask_if_sells#size,B-inform#object_type B-inform#mention O O O B-inform#mention O B-inform#height O O
"[chân váy]{""entity"": ""inform#object_type"", ""value"": ""chan_vay""} này có sai bé 6t ko ạ",ask_if_sells#size,O O O O O B-inform#mention O O O B-inform#age O O
b ơi mẫu này có sz 6 tuổi 21 kg ko b,ask_if_sells#size,O O B-inform#mention I-inform#mention O O B-inform#age I-inform#age B-inform#weight I-inform#weight O O
mẫu này có sz 25kg 4 tuổi k shop,ask_if_sells#size,B-inform#mention I-inform#mention O O B-inform#weight B-inform#age I-inform#age O O
bộ này có sz 9t ko ah,ask_if_sells#size,B-inform#object_type B-inform#mention O O B-inform#age O O
bên e có sz cho 6-7y k,ask_if_sells#size,O O O O O B-inform#age O
có size cho bé trai 39kg k ạ,ask_if_sells#size,O O O B-inform#gender I-inform#gender B-inform#weight O O
e oi có size 160 ko,ask_if_sells#size,O O O O O O
có sz cho bé 29 cân ko ạ ?,ask_if_sells#size,O O O O B-inform#weight I-inform#weight O O O
hai mẫu này có size cho bé 33kg 125cm k shop,ask_if_sells#size,O B-inform#mention I-inform#mention O O O O B-inform#weight B-inform#height O O
mẫu này có sz bé 25kg k bạn,ask_if_sells#size,B-inform#mention I-inform#mention O O O B-inform#weight O O
áo bé gái có size cho bé cao 1m50 nặng 45kg không ah?,ask_if_sells#size,B-inform#object_type B-inform#gender I-inform#gender O O O O O B-inform#height O B-inform#weight O O
có size 7t ko,ask_if_sells#size,O O B-inform#age O
shop co size cho bé 7tuoi cao 1m2 nặng 27kg k a,ask_if_sells#size,O O O O O B-inform#age O B-inform#height O B-inform#weight O O
xem giúp mình có sz bộ này của 12m k nhé,ask_if_sells#size,O O O O O B-inform#object_type B-inform#mention O B-inform#age O O
váy có size 11-12 tuổi ko bạn,ask_if_sells#size,B-inform#object_type O O B-inform#age I-inform#age O O
váy có size cho bé 12t - 37kg không b,ask_if_sells#size,B-inform#object_type O O O O B-inform#age O B-inform#weight O O
áo có size 12-14 tuổi ko bạn?,ask_if_sells#size,B-inform#object_type O O B-inform#age I-inform#age O O
"có size cho bé lớp 1 , 25kg k ah",ask_if_sells#size,O O O O O O O B-inform#weight O O
"2 [áo]{""entity"": ""inform#object_type"", ""value"": ""ao""} này có sz cho bé 11 tuổi k shop",ask_if_sells#size,O O O O O B-inform#mention O O O O B-inform#age I-inform#age O O
bé nhà mình 20kg có sz ko ạ,ask_if_sells#size,O O O B-inform#weight O O O O
có size 8y ko ạ,ask_if_sells#size,O O B-inform#age O O
cho mình hỏi có size của bé 5 tuổi 20kg ko ạ,ask_if_sells#size,O O O O O O O B-inform#mention I-inform#mention B-inform#weight O O
có size cho bé gái 10 t 38kg k a,ask_if_sells#size,O O O B-inform#gender I-inform#gender B-inform#age I-inform#age B-inform#weight O O
áo bé gái này có sz 50kg k,ask_if_sells#size,B-inform#object_type B-inform#gender I-inform#gender B-inform#mention O O B-inform#weight O
bộ này có size 8 ko b,ask_if_sells#size,B-inform#object_type B-inform#mention O O O O O
bộ này có sz cho bé 27kg và bé 40kg ko,ask_if_sells#size,B-inform#object_type B-inform#mention O O O O B-inform#weight O O B-inform#weight O
bạn ơi có sz của bé 6t và 4t ko,ask_if_sells#size,O O O O O O B-inform#age O B-inform#age O
có size 140 k,ask_if_sells#size,O O O O
"[áo phao]{""entity"": ""inform#object_type"", ""value"": ""ao_phao""} này có size cho bé 45kg cao 1m40 ko ạ?",ask_if_sells#size,O O O O O B-inform#mention O O O O B-inform#weight O B-inform#height O O
có size cho bạn 29kg k?,ask_if_sells#size,O O O O B-inform#weight O
size 6t và 5t ở lạc long quân có ko,ask_if_sells#size,O B-inform#age O B-inform#age O B-inform#location I-inform#location I-inform#location O O
shop ơi áo nam có size bạn 31kg k,ask_if_sells#size,O O B-inform#object_type B-inform#gender O O O B-inform#weight O
shop ơi quần này có size cho bạn 10t 40kg ko?,ask_if_sells#size,O O B-inform#object_type B-inform#mention O O O O B-inform#age B-inform#weight O
có size cho 40 kg ?,ask_if_sells#size,O O O B-inform#weight I-inform#weight O
ib mình hai mã này có sz bé cao 1m45 37kg ko bạn,ask_if_sells#size,O O O O O O O O O B-inform#height B-inform#weight O O
mau nay có size cho bạn 15 tuổi ko,ask_if_sells#size,B-inform#mention I-inform#mention O O O O B-inform#age I-inform#age O
bạn ơi bộ này có size bé 4-5t nặng 15kg ko,ask_if_sells#size,O O B-inform#object_type B-inform#mention O O O B-inform#age O B-inform#weight O
có size cho bé 14kg 4 tuổi ko ạ,ask_if_sells#size,O O O O B-inform#weight B-inform#age I-inform#age O O
bộ này có size cho bé 14t ko?,ask_if_sells#size,B-inform#object_type B-inform#mention O O O O B-inform#age O
set này có sz cho bé 43kg k e,ask_if_sells#size,B-inform#object_type B-inform#mention O O O O B-inform#weight O O
mẫu này có size cho bé 10t và 5t ko ạ?,ask_if_sells#size,B-inform#mention I-inform#mention O O O O B-inform#age O B-inform#age O O
mẫu này có size 35 ký không em,ask_if_sells#size,B-inform#mention I-inform#mention O O B-inform#weight I-inform#weight O O
"[quần]{""entity"": ""inform#object_type"", ""value"": ""quan""} này có size 10 tuổi ạ",ask_if_sells#size,O O O O B-inform#mention O O B-inform#age I-inform#age O
có sz bé 24kg k,ask_if_sells#size,O O O B-inform#weight O
bộ này có size 150 ko ?,ask_if_sells#size,B-inform#object_type B-inform#mention O O O O O
shop cho e hỏi hai set này có size cho e gái 6 tuổi ko ạ,ask_if_sells#size,O O O O O B-inform#object_type B-inform#mention O O O B-inform#gender I-inform#gender B-inform#age I-inform#age O O
có size cho em bé 11kg ko ai,ask_if_sells#size,O O O O O B-inform#weight O O
mấy nay có size 9t k ban,ask_if_sells#size,O O O O B-inform#age O O
có sz cho bạn 36kg kosh,ask_if_sells#size,O O O O B-inform#weight O
"[áo sơ mi]{""entity"": ""inform#object_type"", ""value"": ""ao_so_mi""} này có size cho bé trai tầm 43 kí k em",ask_if_sells#size,O O O O O O B-inform#mention O O O B-inform#height I-inform#height O B-inform#weight I-inform#weight O O
có sz bé 8 tuổi 45kg ko,ask_if_sells#size,O O O B-inform#age I-inform#age B-inform#weight O
cho minh hỏi mây cai nay size bé trai 11 va be gai size 4 co ko ạ,ask_if_sells#size,O O O O B-inform#mention I-inform#mention O B-inform#gender I-inform#gender O O B-inform#gender I-inform#gender O O O O O
bé nhà mình 49kg có size cho bạn ấy ko shop?,ask_if_sells#size,O O O B-inform#weight O O O O O O O
"[chân váy]{""entity"": ""inform#object_type"", ""value"": ""chan_vay""} tutu có size cho bé 1y - 9kg không bạn?",ask_if_sells#size,O O O O O O O O O O B-inform#age O B-inform#weight O O
bộ này có sz cho bé 50kg ko,ask_if_sells#size,B-inform#object_type B-inform#mention O O O O B-inform#weight O
"[áo]{""entity"": ""inform#object_type"", ""value"": ""ao""} này có sz 150 ko vậy",ask_if_sells#size,O O O O B-inform#mention O O O O O
"[quần]{""entity"": ""inform#object_type"", ""value"": ""quan""} này có size cho bé cao 163cm nặng 43kg k ạ",ask_if_sells#size,O O O O B-inform#mention O O O O O B-inform#height O B-inform#weight O O
"[áo]{""entity"": ""inform#object_type"", ""value"": ""ao""} bé trai có sz 8kg k b",ask_if_sells#size,O O O O B-inform#gender I-inform#gender O O B-inform#weight O O
"có [bộ]{""entity"": ""inform#object_type"", ""value"": ""bo""} nào size 12 tuổi ko b",ask_if_sells#size,O O O O O O O B-inform#age I-inform#age O O
"set này có size cho bé 2,5 tuổi 12,5 kg ko shop",ask_if_sells#size,B-inform#object_type B-inform#mention O O O O B-inform#age I-inform#age B-inform#weight I-inform#weight O O
